province_ID,poor.household.CNT,poor.JPT.CNT,poor.JPT.MOFreg.CNT,poor.JPT.MOFval.CNT,poor.JPT.MOFval.health,poor.JPT.MOFval.living,poor.JPT.MOFval.education,poor.JPT.MOFval.income,poor.JPT.MOFval.accessibility,JPT.MOFval.pov.rate,poor.JPT.MOFval.ind1.CNT,poor.JPT.MOFval.ind2.CNT,poor.JPT.MOFval.ind3.CNT,poor.JPT.MOFval.ind4.CNT,poor.JPT.MOFval.ind5.CNT,poor.JPT.MOFval.ind6.CNT,poor.JPT.MOFval.ind7.CNT,poor.JPT.MOFval.ind8.CNT,poor.JPT.MOFval.ind9.CNT,poor.JPT.MOFval.ind10.CNT,poor.JPT.MOFval.ind11.CNT,poor.JPT.MOFval.ind12.CNT,poor.JPT.MOFval.ind13.CNT,poor.JPT.MOFval.ind14.CNT,poor.JPT.MOFval.ind15.CNT,poor.JPT.MOFval.ind16.CNT,poor.JPT.MOFval.ind17.CNT,poor.JPT.MOFval.ind18.CNT,poor.JPT.MOFval.ind19.CNT,poor.JPT.MOFval.ind20.CNT,poor.JPT.MOFval.ind21.CNT,poor.JPT.MOFval.ind22.CNT,poor.JPT.MOFval.ind23.CNT,poor.JPT.MOFval.ind24.CNT,poor.JPT.MOFval.ind25.CNT,poor.JPT.MOFval.ind26.CNT,poor.JPT.MOFval.ind27.CNT,poor.JPT.MOFval.ind28.CNT,poor.JPT.MOFval.ind29.CNT,poor.JPT.MOFval.ind30.CNT,poor.JPT.MOFval.ind31.CNT,household.CNT,HOUSEMEMBER_CNT,MOF_REG_CNT,MOF_VAL_CNT,ELDERLY_CNT,DISABLED_CNT,CHRONICPATIENT_CNT,happiness,indicator1.ALL,indicator2.ALL,indicator3.ALL,indicator4.ALL,indicator5.ALL,indicator6.ALL,indicator7.ALL,indicator8.ALL,indicator9.ALL,indicator10.ALL,indicator11.ALL,indicator12.ALL,indicator13.ALL,indicator14.ALL,indicator15.ALL,indicator16.ALL,indicator17.ALL,indicator18.ALL,indicator19.ALL,indicator20.ALL,indicator21.ALL,indicator22.ALL,indicator23.ALL,indicator24.ALL,indicator25.ALL,indicator26.ALL,indicator27.ALL,indicator28.ALL,indicator29.ALL,indicator30.ALL,indicator31.ALL,indicator1.CNT,indicator2.CNT,indicator3.CNT,indicator4.CNT,indicator5.CNT,indicator6.CNT,indicator7.CNT,indicator8.CNT,indicator9.CNT,indicator10.CNT,indicator11.CNT,indicator12.CNT,indicator13.CNT,indicator14.CNT,indicator15.CNT,indicator16.CNT,indicator17.CNT,indicator18.CNT,indicator19.CNT,indicator20.CNT,indicator21.CNT,indicator22.CNT,indicator23.CNT,indicator24.CNT,indicator25.CNT,indicator26.CNT,indicator27.CNT,indicator28.CNT,indicator29.CNT,indicator30.CNT,indicator31.CNT,province_id,id,province_name,province_name_eng,geo_id,x,y,enName,enAbbr,thName,thAbbr,poor.JPT.CNT.rate,poor.JPT.MOFval.living.rate,poor.JPT.MOFval.education.rate,poor.JPT.MOFval.income.rate,poor.JPT.MOFval.health.rate,poor.JPT.MOFval.accessibility.rate
82,5521,17685,4113,3426,448,1235,71,2204,8,2.22429979354135,0,3,9,70,198,1003,233,174,1,1,1113,69,184,4,2,15,3,0,51,984,1382,112,1591,494,1412,146,4,4,0,20,34,56479,154026,31933,26246,29927,1835,4908,8.35595531082349,2601,1997,62207,154012,154012,146978,151334,154025,154025,154025,154016,154025,154023,154023,20526,56453,968,318,141604,140331,68182,154026,153847,154005,154004,154004,68545,6253,13130,153998,153993,0,29,38,393,1243,31762,1059,691,1,1,6342,1433,1440,84,19,72,11,0,181,5275,6175,266,52527,14899,40982,1491,14,36,4,462,320,65,82,พังงา,Phang-nga,6,0,13,Phang-nga,PNA,พังงา,พง,0.0222429979354135,0.008018126809759392,0.00046096113643151156,0.014309272460493683,0.002908599846779115,0.00005193928297819848
83,5210,15617,1442,1187,211,166,411,534,7,0.626570384915859,0,0,20,27,84,81,111,17,6,5,151,19,20,7,5,383,0,0,24,181,381,5,192,84,208,23,7,0,0,47,13,92350,189444,18030,14807,26565,405,242,8.33349214943151,803,517,47666,189436,189436,172158,176276,189418,189418,189418,189367,189289,189203,189129,15161,43410,883,62,178078,177148,58854,189444,189197,189365,189362,189362,59021,1290,755,189368,189368,4,4,1717,448,907,3312,1002,153,55,69,2239,376,408,171,54,7447,4,0,289,1922,2999,17,34348,6743,14048,377,70,10,3,1964,843,66,83,ภูเก็ต,Phuket,6,0,14,Phuket,PKT,ภูเก็ต,ภก,0.006265703849158591,0.0008762483900255485,0.002169506556027111,0.002818774941407487,0.0011137856041891008,0.00003695023331433036
84,35306,113524,13669,11648,3586,5154,2692,3201,45,2.08684559886628,2,4,3,1563,1067,3757,1308,396,743,743,4464,367,1452,56,27,2336,39,2,312,935,1937,717,4501,2511,4697,795,32,13,3,533,361,205120,558163,63238,53306,94366,3988,8610,8.11282176287052,8496,6603,224111,558160,558160,524995,552397,558159,558159,558159,558068,558161,558161,558159,74012,199744,5545,537,523504,519798,218458,557946,557128,558095,558091,558083,219380,14397,24238,558085,558082,15,183,65,15555,11575,106003,10797,2224,5930,6422,45379,5683,19078,980,267,29843,306,17,2282,7463,13969,4120,165826,91490,160372,15439,246,91,36,10604,5610,67,84,สุราษฎร์ธานี,SuratThani,6,1,13,SuratThani,SNI,สุราษฎร์ธานี,สฎ,0.02086845598866281,0.00923386179306045,0.004822963901225986,0.0057348838959228755,0.00642464656381738,0.00008062161053312384
85,6286,18759,3212,2832,576,1448,508,838,13,2.43957066312906,1,12,0,70,172,1404,362,34,110,87,1357,36,345,2,1,401,1,0,111,312,554,32,737,487,1244,201,7,7,0,126,17,47213,116086,18525,15825,18776,660,1841,7.9036282379853,1465,1013,42910,116080,116080,106797,113851,116086,116086,116086,116077,116085,116084,116084,14154,38726,1634,72,107831,106684,41658,114433,115959,116071,116077,116077,41717,2285,4703,116074,116076,5,449,2,425,1233,31610,2260,188,838,635,8313,452,3145,66,11,3875,28,0,648,1950,2765,117,25847,16265,34831,2560,56,42,13,2552,283,68,85,ระนอง,Ranong,6,0,12,Ranong,RNG,ระนอง,รน,0.024395706631290596,0.012473511017693778,0.004376066020019641,0.007218786072394604,0.004961838636872664,0.00011198594145719553
86,12453,40200,5602,4440,1562,1462,1141,1157,33,1.58906835499214,0,8,0,908,516,1890,263,262,77,94,1221,230,294,10,8,912,11,0,217,653,615,41,1225,1020,1675,328,27,6,2,76,151,102275,279409,35968,28473,54686,3012,5923,8.18052309948668,3342,2187,104943,279409,279409,269086,277050,279409,279409,279409,279396,279409,279409,279409,33506,93788,2874,220,257593,255129,125225,279317,278982,279409,279409,279409,125890,10193,16264,279394,279398,7,150,4,7527,4277,50387,1798,1760,585,796,11317,3456,3865,249,83,12349,87,4,1250,4472,3441,197,55367,43221,70194,5805,139,16,18,1312,2072,69,86,ชุมพร,Chumphon,6,1,12,Chumphon,CPN,ชุมพร,ชพ,0.01589068354992144,0.005232472826573231,0.004083619353707289,0.004140883078211511,0.0055903711047246155,0.00011810643178995666
90,21888,70543,17943,13641,3703,3416,1554,7644,52,1.80726722541224,8,30,3,752,922,3288,2167,143,56,124,3229,359,1036,35,14,1187,10,4,365,2425,5397,614,3848,2503,4846,511,20,32,3,163,357,274973,754786,173355,132026,134440,6177,7531,8.32121699221378,15129,10370,284924,754775,754775,712382,741080,754783,754783,754783,754686,754779,754779,754779,94833,258784,11220,1619,706173,700197,318290,752773,753329,754730,754730,754726,319827,22326,21958,754710,754705,92,3200,102,5549,4962,108883,10823,480,224,458,19376,6449,9784,602,83,8025,101,61,1738,10786,24395,2165,105402,85126,162033,6951,69,113,21,1874,3836,70,90,สงขลา,Songkhla,6,4,16,Songkhla,SKA,สงขลา,สข,0.01807267225412236,0.0045257861168596135,0.0020588617170959715,0.010127373851661266,0.0049060263438908515,0.00006889369967116507
91,13590,52020,14838,12425,2190,3547,4549,4391,30,5.46641618675126,3,2,4,1120,751,4554,560,1644,279,294,1840,55,370,6,11,4291,18,0,249,1903,2834,26,2471,949,6075,58,11,19,4,115,23,71308,227297,65068,52960,30806,2164,3207,8.21450608627363,3847,2702,115287,227297,227297,211261,225168,227297,227297,227297,227290,227293,227293,227293,41584,105686,4939,177,217945,216588,82441,227135,226716,227273,227273,227273,82949,8148,9897,227261,227244,5,72,58,5083,2501,46960,2372,5580,795,865,7101,216,2185,89,57,22706,116,0,956,5799,10344,118,43636,15040,96628,630,30,62,19,777,215,71,91,สตูล,Satun,6,3,16,Satun,STN,สตูล,สต,0.05466416186751255,0.015605133371755897,0.020013462562198357,0.019318336801629588,0.009634970985098792,0.0001319859039054629
92,19513,68786,14318,11865,2505,4057,3725,3786,22,3.08825940858466,6,2,4,785,1201,620,1024,467,346,297,3720,559,864,256,1,3429,17,2,299,1309,2595,199,5364,2408,4161,493,14,8,0,142,239,134721,384197,83007,68009,68568,4896,8791,8.40782060703231,5986,3936,156324,384197,384197,366082,379502,384197,384197,384197,384156,384197,384194,384191,51398,140796,3230,673,358668,355915,163064,384083,383803,384142,384142,384142,164063,17486,25647,384140,384142,35,82,129,4522,7097,9628,4889,2548,1789,1539,21721,5143,7863,2132,22,24080,93,18,1324,6029,12655,817,120854,65389,105234,6944,64,37,2,1984,2432,72,92,ตรัง,Trang,6,2,15,Trang,TRG,ตรัง,ตง,0.030882594085846583,0.01055968682733077,0.009695546815826257,0.009854319528783411,0.0065200925566831595,0.00005726228991897386
93,15192,54601,12933,10241,1348,2483,4295,3576,24,2.76648450352665,1,11,1,158,613,1393,648,134,269,311,2145,159,552,43,4,3897,30,0,387,1463,2425,20,2246,2675,4254,545,12,13,4,159,241,132844,370181,94630,74222,75913,4444,7588,8.10153262473277,5166,3789,144196,370177,370177,352801,367002,370181,370181,370181,370162,370181,370181,370177,48552,128603,4449,203,336951,333796,162819,370181,369604,370146,370146,370146,163636,14484,20427,370152,370148,4,205,29,872,2908,25418,2939,477,1159,1359,10971,1980,7323,618,33,25555,181,0,1481,6434,10411,82,53963,74641,108923,6676,48,65,31,1927,3745,73,93,พัทลุง,Phatthalung,6,3,15,Phatthalung,PLG,พัทลุง,พท,0.027664845035266533,0.006707529559863958,0.01160243232364708,0.009660139229187884,0.0036414618794589674,0.00006483314918918043
94,21823,99276,20232,17407,2692,3098,8961,6690,24,3.8575154737185,9,27,101,422,1274,2546,1253,403,62,79,2950,230,1264,48,36,6401,37,0,2771,2455,2975,2163,5769,251,8776,172,16,8,4,302,503,127347,451249,97792,81906,59955,4789,4907,8.27531861763528,14924,10708,253477,451246,451246,423726,442633,451249,451249,451249,451144,451241,451245,451245,102803,235463,11610,690,434474,430761,186807,451249,450066,451238,451237,451229,187743,21317,18049,451216,451213,102,513,1993,2385,6264,36148,6993,1754,325,397,14356,2111,7613,379,247,42612,301,37,14287,12431,16024,9862,106790,7902,185888,1855,77,59,12,2205,3824,74,94,ปัตตานี,Pattani,6,5,16,Pattani,PTN,ปัตตานี,ปน,0.038575154737185015,0.006865389175377674,0.019858215752278675,0.01482551761887561,0.00596566418983754,0.00005318571343094389
95,21693,78945,19620,15579,3983,6456,4287,5657,36,4.93726607487506,6,11,51,1331,1822,2458,1137,282,179,225,6251,385,2147,40,102,1014,43,13,3176,2515,3206,567,5479,570,7644,1043,14,22,1,682,298,99736,315539,76859,61586,40019,3204,4545,8.20115103874228,7547,5331,164176,315537,315537,290066,309596,315539,315539,315539,315485,315536,315536,315534,64984,153560,7481,593,302804,300119,112193,315529,314703,315524,315515,315515,112864,13116,13805,315517,315513,55,70,886,6165,7409,23288,5613,1122,803,1041,34039,3178,11614,293,672,6823,233,83,13248,11071,16842,2178,80781,13481,119390,7707,67,63,4,5078,1779,75,95,ยะลา,Yala,6,5,17,Yala,YLA,ยะลา,ยล,0.04937266074875055,0.020460228371136372,0.013586276181391207,0.017928053267583406,0.012622845353506223,0.00011409049277585338
96,18471,73801,21405,17975,2981,6850,7437,4185,37,3.60702582409754,11,31,93,247,1201,1752,1647,351,14,25,6588,35,906,25,89,3135,53,0,4331,2015,1925,498,4380,382,9215,70,8,29,0,120,296,144223,498333,143842,120955,61944,4908,5715,8.1319207061287,10902,7558,266737,498333,498333,465240,493082,498327,498327,498327,498307,498326,498326,498327,101808,251680,9430,1046,482105,479092,187849,498000,494875,498277,498285,498277,188749,21032,17493,498267,498263,72,760,1437,1288,4394,21288,5278,1681,48,71,26862,201,3971,209,429,15178,291,0,16626,7513,8171,2131,76030,13412,193523,589,57,101,4,1531,2137,76,96,นราธิวาส,Narathiwat,6,6,17,Narathiwat,NWT,นราธิวาส,นธ,0.036070258240975414,0.013745828592527487,0.014923755801843346,0.008397998928427377,0.005981943800631305,0.00007424754130270322
